id,name,brewery_type
schram-vineyards-winery-and-brewery-waconia,Schram Vineyards Winery & Brewery,micro
waconia-brewing-company-waconia,Waconia Brewing Company,micro
schubros-brewery-san-ramon,Schubros Brewery,closed
scissortail-brewing-co-bartlesville,Scissortail Brewing Co.,planning
scorched-earth-brewing-co-algonquin,Scorched Earth Brewing Co.,micro
village-vintner-winery-and-brewery-algonquin,Village Vintner Winery & Brewery,brewpub
scottys-bierwerks-cape-coral,Scotty's Bierwerks,micro
scratch-brewing-company-ava,Scratch Brewing Company,brewpub
screamin-hill-brewery-cream-ridge,Screamin Hill Brewery,micro
screech-owl-brewing-bruceton-mills,Screech Owl Brewing,micro
sea-dog-brewing-camden,Sea Dog Brewing,micro
sea-dog-brewing-co-clearwater-clearwater,Sea Dog Brewing Co - Clearwater,micro
sea-drift-ales-and-lagers-largo,Sea Drift Ales and Lagers,micro
secatogue-brewing-co-west-islip,Secatogue Brewing Co.,micro
second-line-brewing-new-orleans,Second Line Brewing,micro
second-son-brews-madera,Second Son Brews,micro
second-state-brewing-company-cedar-falls,Second State Brewing Company,micro
selins-grove-brewing-co-selinsgrove,Selins Grove Brewing Co,brewpub
shrewd-fox-brewery-eldred,Shrewd Fox Brewery,micro
seminar-brewing-florence,Seminar Brewing,brewpub
southern-hops-brewing-co-florence,Southern Hops Brewing Co.,brewpub
seneca-lake-brewing-company-dundee,Seneca Lake Brewing Company,micro
sentinel-peak-brewing-company-tucson,Sentinel Peak Brewing Company,brewpub
sequoia-brewing-co-tower-district-fresno,Sequoia Brewing Co - Tower District,brewpub
serious-brewing-co-howes-cave,Serious Brewing Co.,micro
seven-bridges-grille-and-brewery-jacksonville,Seven Bridges Grille and Brewery,brewpub
seven-jars-products-charlotte,Seven Jars Products,micro
sevens-brew-pub-farmington,Sevens Brew Pub,brewpub
sew-hopd-brewery-llc-huntley,Sew Hop'd Brewery LLC,planning
seward-brewing-seward,Seward Brewing,brewpub
sflbrewery-in-planning-weston,SFLBrewery In Planning,planning
shadowview-brewing-woodstock,ShadowView Brewing,planning
shaidzon-beer-company-llc-west-kingston,"Shaidzon Beer Company, LLC",micro
shale-brewing-co-north-canton,Shale Brewing Co,micro
shannon-brewing-company-llc-keller,"Shannon Brewing Company, LLC",micro
shattuck-brewery-elk-river,Shattuck Brewery,micro
shebeen-brewing-company-wolcott,Shebeen Brewing Company,closed
sheepscot-valley-brewing-co-whitefield,Sheepscot Valley Brewing Co,micro
shelter-island-craft-brewery-shelter-island,Shelter Island Craft Brewery,brewpub
sherwood-brewing-co-shelby-township,Sherwood Brewing Co,brewpub
shiny-top-brewing-fort-dodge,Shiny Top Brewing,micro
ship-bottom-brewery-beach-haven,Ship Bottom Brewery,micro
shipwrecked-restaurant-and-brewery-egg-harbor,Shipwrecked Restaurant and Brewery,brewpub
shipyard-brew-pub-eliot-eliot,Shipyard Brew Pub Eliot,brewpub
shire-breu-hous-dalton,Shire Breu Hous,brewpub
shmaltz-brewing-co-clifton-park,Shmaltz Brewing Co,micro
shoe-tree-brewing-co-carson-city,Shoe Tree Brewing Co.,micro
short-fuse-brewing-company-schiller-park,Short Fuse Brewing Company,brewpub
short-story-brewing-rivesville,Short Story Brewing,brewpub
shorts-brewing-co-bellaire,Short's Brewing Co,brewpub
shorts-brewing-co-production-facility-elk-rapids,Short's Brewing Co - Production Facility,regional
shortway-brewing-company-newport,Shortway Brewing Company,micro
shovel-town-brewery-inc-north-easton,"Shovel Town Brewery, Inc.",brewpub
shy-bear-brewing-lewistown,Shy Bear Brewing,brewpub
sibling-revelry-brewing-westlake,Sibling Revelry Brewing,micro
sick-n-twisted-brewing-co-deadwood,Sick N Twisted Brewing Co,brewpub
side-door-brewing-company-port-saint-lucie,Side Door Brewing Company,micro
side-lot-brewery-wauconda,Side Lot Brewery,micro
small-town-brewery-wauconda,Small Town Brewery,large
sierra-blanca-brewing-co-moriarty,Sierra Blanca Brewing Co,micro
siluria-brewing-company-alabaster,Siluria Brewing Company,planning
silver-creek-brewing-co-cedarburg,Silver Creek Brewing Co,micro
the-fermentorium-cedarburg,The Fermentorium,brewpub
silver-gulch-brewing-co-fox,Silver Gulch Brewing Co,micro
silver-harbor-brewing-company-saint-joseph,Silver Harbor Brewing Company,brewpub
silver-lake-brewing-project-perry,Silver Lake Brewing Project,micro
simple-roots-brewing-co-burlington,Simple Roots Brewing Co,micro
simplicity-brewing-company-warren,Simplicity Brewing Company,micro
singlecut-beersmiths-astoria,Singlecut Beersmiths,micro
siren-rock-brewing-company-rockwall,Siren Rock Brewing Company,planning
woodcreek-brewing-company-rockwall,Woodcreek Brewing Company,micro
siskiyou-brew-works-mccloud,Siskiyou Brew Works,brewpub
sister-lakes-brewing-company-dowagiac,Sister Lakes Brewing Company,brewpub
strand-brewery-dowagiac,Strand Brewery,brewpub
siuslaw-brewing-alsea,Siuslaw Brewing,micro
six-car-pub-amarillo,Six Car Pub,planning
six-harbors-brewing-company-huntington,Six Harbors Brewing Company,proprietor
six-ten-brewing-tampa,Six Ten Brewing,micro
sixth-sense-brewing-company-jackson,Sixth Sense Brewing Company,micro
ska-brewing-durango,SKA Brewing,regional
skeleton-key-brewery-woodridge,Skeleton Key Brewery,micro
skull-camp-brewing-mount-airy,Skull Camp Brewing,micro
thirsty-souls-community-brewing-mount-airy,Thirsty Souls Community Brewing,micro
white-elephant-beer-company-mount-airy,White Elephant Beer Company,micro
skyroc-brewery-attleboro,Skyroc Brewery,micro
slantways-brewing-company-the-woodlands,Slantways Brewing Company,planning
slate-farm-brewery-whiteford,Slate Farm Brewery,micro
slate-rock-brewing-company-amity,Slate Rock Brewing Company,micro
slaughter-county-brewing-port-orchard,Slaughter County Brewing,brewpub
sleepy-owl-brewery-kingsport,Sleepy Owl Brewery,micro
sloop-brewing-elizaville,Sloop Brewing,micro
slow-pour-brewing-company-lawrenceville,Slow Pour Brewing Company,micro
slowboat-brewing-company-laurel,Slowboat Brewing Company,micro
sluggo-brewing-tacoma,Sluggo Brewing,micro
sly-fox-brewing-co-pottstown,Sly Fox Brewing Co,regional
small-brewpub-dallas,Small Brewpub,brewpub
small-craft-brewing-co-amityville,Small Craft Brewing Co,micro
smelter-city-brewing-anaconda,Smelter City Brewing,micro
smith-and-lentz-brewing-nashville,Smith & Lentz Brewing,micro
southern-grist-brewing-company-nashville,Southern Grist Brewing Company,micro
smockville-brewhouse-sherwood,Smockville Brewhouse,brewpub
two-kilts-brewing-sherwood,Two Kilts Brewing,micro
smoketown-brewing-station-brunswick,Smoketown Brewing Station,micro
smoky-mountain-brewery-2-gatlinburg-gatlinburg,Smoky Mountain Brewery (#2) - Gatlinburg,brewpub
smoky-mountain-brewery-3-pigeon-forge-pigeon-forge,Smoky Mountain Brewery (#3) - Pigeon Forge,brewpub
smoky-mountain-brewery-4-turkey-creek-knoxville,Smoky Mountain Brewery (#4) - Turkey Creek,brewpub
smugglers-brewpub-telluride,Smuggler's Brewpub,brewpub
stronghouse-brewery-telluride,Stronghouse Brewery,planning
telluride-brewing-co-telluride,Telluride Brewing Co,micro
smuttynose-brewing-co-hampton,Smuttynose Brewing Co,regional
smylie-brothers-brewing-co-evanston,Smylie Brothers Brewing Co,brewpub
snipes-mountain-brewing-co-sunnyside,Snipes Mountain Brewing Co,micro
varietal-beer-company-sunnyside,Varietal Beer Company,micro
snow-belt-brew-chardon,Snow Belt Brew,micro
snow-hop-brewery-helena,Snow Hop Brewery,micro
snowbelt-brewing-company-gaylord,Snowbelt Brewing Company,brewpub
snowshoe-brewing-co-arnold,Snowshoe Brewing Co,brewpub
snowy-mountain-brewery-saratoga,Snowy Mountain Brewery,brewpub
soaring-wings-brewing-springfield,Soaring Wings Brewing,micro
sobels-obscure-brewery-llc-new-stanton,"Sobel's Obscure Brewery, LLC",contract
social-kitchen-and-brewery-san-francisco,Social Kitchen & Brewery,brewpub
sunset-reservoir-brewing-company-san-francisco,Sunset Reservoir Brewing Company,brewpub
tw-pitchers-brewing-co-san-francisco,TW Pitchers Brewing Co,contract
sockeye-brewing-co-boise,Sockeye Brewing Co,micro
solid-rock-brewing-spicewood,Solid Rock Brewing,micro
solvang-brewing-co-solvang,Solvang Brewing Co,brewpub
solvang-brewing-company-lompoc-lompoc,Solvang Brewing Company - Lompoc,brewpub
some-brewing-co-york,SoMe Brewing Co,micro
some-nerve-brewing-company-manitowish-waters,Some Nerve Brewing Company,micro
somers-point-brewing-company-somers-point,Somers Point Brewing Company,planning
sonder-brewing-maineville,Sonder Brewing,planning
sonoma-grille-sonoma,Sonoma Grille,brewpub
sonoma-springs-brewing-co-sonoma,Sonoma Springs Brewing Co,micro
sonoran-brewing-phoenix,Sonoran Brewing,contract
the-phoenix-ale-brewery-phoenix,The Phoenix Ale Brewery,micro
walter-station-brewery-phoenix,Walter Station Brewery,planning
sons-of-liberty-aleworks-norco,Sons of Liberty Aleworks,micro
sons-of-liberty-beer-and-spirits-co-wakefield,Sons of Liberty Beer & Spirits Co.,micro
whalers-brewing-company-south-kingstown,Whalers Brewing Company,micro
sophisticated-hound-brewing-company-princeton,Sophisticated Hound Brewing Company,micro
soquel-fermentation-project-los-gatos,Soquel Fermentation Project,micro
source-brewing-colts-neck,Source Brewing,planning
souris-river-brewing-minot,Souris River Brewing,brewpub
south-austin-brewery-austin,South Austin Brewery,micro
south-county-brewing-co-fawn-grove,South County Brewing Co,micro
south-gate-brewing-co-oakhurst,South Gate Brewing Co,brewpub
south-park-brewing-fairplay,South Park Brewing,micro
south-park-brewing-san-diego,South Park Brewing,brewpub
south-shore-brewery-ashland,South Shore Brewery,micro
south-shore-brewery-washburn-washburn,South Shore Brewery - Washburn,micro
southampton-publick-house-southampton,Southampton Publick House,brewpub
southbound-brewing-co-savannah,Southbound Brewing Co,micro
southerleigh-brewing-san-antonio,Southerleigh Brewing,brewpub
southern-craft-brewing-company-baton-rouge,Southern Craft Brewing Company,micro
southern-heights-brewing-co-llc-austin,Southern Heights Brewing Co LLC,micro
southern-range-brewing-monroe,Southern Range Brewing,brewpub
southern-star-brewing-conroe,Southern Star Brewing,micro
southern-sun-pub-and-brewery-boulder,Southern Sun Pub and Brewery,brewpub
southern-tier-brewing-co-lakewood,Southern Tier Brewing Co,regional
southern-yankee-beer-company-houston,Southern Yankee Beer Company,planning
southside-brewing-co-cambridge,Southside Brewing Co,brewpub
spahr-brewing-company-pensacola,Spahr Brewing Company,micro
spellbound-brewing-mount-holly,Spellbound Brewing,micro
village-idiot-brewing-company-mount-holly,Village Idiot Brewing Company,micro
spencer-brewery-spencer,Spencer Brewery,micro
spigots-brew-pub-houma,Spigots Brew Pub,brewpub
spilled-grain-brewhouse-annandale,Spilled Grain Brewhouse,micro
spindletap-brewery-houston,Spindletap Brewery,micro
spiral-brewery-hastings,Spiral Brewery,micro
spires-social-brewing-co-columbus,Spires Social Brewing Co.,micro
spiteful-brewing-chicago,Spiteful Brewing,micro
spoetzl-brewery-shiner,Spoetzl Brewery,regional
spoonwood-brewing-company-pittsburgh,Spoonwood Brewing Company,brewpub
sports-brewpub-wyandotte,Sports Brewpub,brewpub
sportsbreweries-frisco,SportsBreweries,contract
spring-gate-brewery-harrisburg,Spring Gate Brewery,micro
wolf-brewing-company-harrisburg,Wolf Brewing Company,planning
spring-mountain-brewing-company-schwenksville,Spring Mountain Brewing Company,planning
squam-brewing-co-holderness,Squam Brewing Co,micro
sr-76-beerworks-valley-center,SR 76 Beerworks,closed
st-ambrose-cellars-beulah,St Ambrose Cellars,micro
st-arnulf-alery-cadiz,St Arnulf Alery,micro
st-benedicts-brew-works-ferdinand,St. Benedict's Brew Works,micro
st-brigids-brewery-moses-lake,St Brigid's Brewery,brewpub
ten-pin-brewing-co-moses-lake,Ten Pin Brewing Co,brewpub
ten-pin-brewing-production-facility-moses-lake,Ten Pin Brewing - Production Facility,micro
st-francis-brewing-company-saint-francis,St. Francis Brewing Company,brewpub
st-nicholas-brewing-co-du-quoin,St Nicholas Brewing Co,brewpub
stadium-brewing-co-aliso-viejo,Stadium Brewing Co,brewpub
stadium-pizza-murrieta-wildomar,Stadium Pizza - Murrieta,brewpub
starboard-brewing-co-sturgeon-bay,Starboard Brewing Co,brewpub
stargazer-brewing-company-coatesville,Stargazer Brewing Company,planning
starry-eyed-brewing-company-little-falls,Starry Eyed Brewing Company,micro
start-line-brewing-company-hopkinton,Start Line Brewing Company,micro
state-48-brewery-surprise,State 48 Brewery,brewpub
state-brewing-co-llc-gardena,State Brewing Co LLC,closed
state-room-brewery-san-rafael,State Room Brewery,brewpub
staten-island-beer-company-staten-island,Staten Island Beer Company,micro
stats-brewpub-atlanta,Stats Brewpub,brewpub
staunton-river-brewing-company-brookneal,Staunton River Brewing Company,micro
steadfast-beer-co-albany,Steadfast Beer Co,contract
steady-brewing-long-beach,Steady Brewing,micro
steady-habit-brewing-company-haddam,Steady Habit Brewing Company,closed
steam-bell-beer-works-midlothian,Steam Bell Beer Works,micro
steam-donkey-brewing-co-aberdeen,Steam Donkey Brewing Co,micro
steampunk-brew-works-chesterfield,Steampunk Brew Works,micro
steel-bonnet-brewing-co-scotts-valley,Steel Bonnet Brewing Co,micro
steel-hands-brewing-cayce,Steel Hands Brewing,planning
steel-toe-brewing-st-louis-park,Steel Toe Brewing,micro
steelhead-aleworks-mukwonago,SteelHead Aleworks,micro
steelhead-brewing-co-burlingame-station-burlingame,Steelhead Brewing Co - Burlingame Station,brewpub
steens-mountain-brewing-company-burns,Steens Mountain Brewing Company,micro
stein-brewing-company-mount-vernon,Stein Brewing Company,planning
stellwagen-beer-company-marshfield,Stellwagen Beer Company,planning
sterling-beer-co-louisville,Sterling Beer Co.,contract
stesti-brewing-company-lovelady,Stesti Brewing Company,micro
stewarts-brewing-co-bear,Stewart's Brewing Co,brewpub
stewbum-honolulu,Stewbum,brewpub
stick-city-brewing-company-mars,Stick City Brewing Company,micro
stickman-brews-royersford,Stickman Brews,micro
stickmen-brewery-lake-oswego,Stickmen Brewery,brewpub
stiggs-brewery-and-kitchen-boyne-city,Stiggs Brewery & Kitchen,brewpub
still-hill-brewery-llc-rocky-hill,Still HIll Brewery LLC,micro
stillmank-brewing-company-green-bay,Stillmank Brewing Company,micro
stokers-brewing-company-tamaqua,Stoker's Brewing Company,planning
stone-brewing-co-escondido,Stone Brewing Co,regional
stone-brewing-co-richmond-richmond,Stone Brewing Co- Richmond,regional
triple-crossing-brewing-company-fullton-richmond,Triple Crossing Brewing Company (Fullton),brewpub
stone-brewing-world-bistro-and-gardens-liberty-station-san-diego,Stone Brewing World Bistro & Gardens- Liberty Station,brewpub
stone-cellar-brewpub-stone-arch-brew-house-appleton,Stone Cellar Brewpub / Stone Arch Brew House,brewpub
stone-church-brewing-corona,Stone Church Brewing,micro
taps-fish-house-and-brewery-corona-corona,TAPS Fish House and Brewery - Corona,brewpub
stone-church-pizza-and-brewpub-hermitage,Stone Church Pizza & Brewpub,brewpub
stone-corral-brewery-richmond,Stone Corral Brewery,micro
stone-cow-brewery-barre,Stone Cow Brewery,micro
stone-hollow-brewing-company-beatrice,Stone Hollow Brewing Company,micro
stonecloud-brewing-co-oklahoma-city,Stonecloud Brewing Co.,micro
stonehome-brewing-company-watford-city,Stonehome Brewing Company,brewpub
stoneman-brewery-colrain,Stoneman Brewery,micro
stoney-acres-farm-athens,Stoney Acres Farm,brewpub
stormcloud-brewing-company-frankfort,Stormcloud Brewing Company,brewpub
stormcloud-brewing-company-production-facility-frankfort,Stormcloud Brewing Company Production Facility,micro
stormy-mountain-brewing-company-chelan,Stormy Mountain Brewing Company,brewpub
stoudts-brewing-co-adamstown,Stoudts Brewing Co,micro
stover-brewing-san-diego,Stover Brewing,planning
straight-shot-brewing-poquoson,Straight Shot Brewing,planning
strange-days-brewing-co-kansas-city,Strange Days Brewing Co,micro
strange-days-brewing-company-kansas-city,Strange Days Brewing Company,micro
strange-land-brewery-austin,Strange Land Brewery,micro
tafts-brewing-co-cincinnati,Taft's Brewing Co,brewpub
strange-roots-experimental-ales-gibsonia,Strange Roots Experimental Ales,micro
strap-tank-brewing-co-springville,Strap Tank Brewing Co.,brewpub
straub-brewery-saint-marys,Straub Brewery,regional
strawn-brewing-co-fairburn,Strawn Brewing Co,micro
strikhedonia-brewing-company-llc-saint-charles,Strikhedonia Brewing Company LLC,planning
strong-brewing-sedgwick,Strong Brewing,micro
stubborn-beauty-brewing-middletown,Stubborn Beauty Brewing,micro
stumblin-monkey-brewing-co-victor,Stumblin' Monkey Brewing Co,micro
the-vb-brewery-victor,The VB Brewery,micro
stump-city-brewing-llc-gloversville,Stump City Brewing LLC,micro
stumptown-brewery-guerneville,Stumptown Brewery,brewpub
sublime-brewing-company-plymouth,Sublime Brewing Company,micro
suds-brothers-brewing-co-evanston,Suds Brothers Brewing Co,brewpub
sudwerk-brewing-co-davis,Sudwerk Brewing Co,micro
sugar-hill-brewing-company-saint-paul,Sugar Hill Brewing Company,brewpub
summerhill-brewing-llc-groton,Summerhill Brewing LLC,micro
summit-city-brwerks-fort-wayne,Summit City Brwerks,brewpub
sun-brewing-co-canutillo,Sun Brewing Co.,brewpub
sun-king-brewery-fishers,Sun King Brewery,micro
sun-king-brewing-co-fishers,Sun King Brewing Co,planning
sun-up-brewing-co-phoenix,Sun Up Brewing Co.,brewpub
sun-up-brewing-company-330-phoenix,Sun Up Brewing Company 330,planning
sunday-river-brewing-company-bethel,Sunday River Brewing Company,brewpub
sundowner-brewing-co-westlake-village,Sundowner Brewing Co.,micro
sunken-city-brewing-co-hardy,Sunken City Brewing Co,micro
sunriver-brewing-sunriver,Sunriver Brewing,micro
sunshine-brewing-company-lake-mills,Sunshine Brewing Company,micro
tyranena-brewing-co-lake-mills,Tyranena Brewing Co,micro
surly-brewing-company-brooklyn-ctr,Surly Brewing Company,regional
susquehanna-brewing-co-pittston,Susquehanna Brewing Co,micro
sutter-buttes-brewing-yuba-city,Sutter Buttes Brewing,brewpub
svendale-brewing-co-millerton,Svendale Brewing Co,micro
swamp-head-brewery-gainesville,Swamp Head Brewery,micro
swamp-rabbit-brewery-and-taproom-travelers-rest,Swamp Rabbit Brewery and Taproom,micro
sweet-mercy-brewing-co-miami,Sweet Mercy Brewing Co.,planning
sweet-union-brewing-indian-trail,Sweet Union Brewing,micro
swiftwater-brewing-company-rochester,Swiftwater Brewing Company,brewpub
swine-city-brewing-company-fairfield,Swine City Brewing Company,micro
switchgear-brewing-co-elkhart-lake,SwitchGear Brewing Co,micro
swover-creek-farm-brewery-edinburg,Swover Creek Farm Brewery,micro
syncopated-brewing-co-lakewood,Syncopated Brewing Co,micro
timeless-pints-brewing-co-lakewood,Timeless Pints Brewing Co,closed
table-41-brewing-co-cohoes,Table 41 Brewing Co.,micro
tabol-brewing-richmond,Tabol Brewing,planning
tack-brewing-oakland,Tack Brewing,planning
tactical-ops-brewing-inc-fresno,Tactical OPS Brewing Inc.,proprietor
tahoe-mountain-brewing-company-tahoe-city,Tahoe Mountain Brewing Company,brewpub
tahquamenon-falls-brewery-and-pub-paradise,Tahquamenon Falls Brewery and Pub,brewpub
tailspin-brewing-co-coldwater,Tailspin Brewing Co,micro
take-16-brewing-company-luverne,Take 16 Brewing Company,micro
talespinner-craft-brewery-nashua,TaleSpinner Craft Brewery,planning
talisman-brewing-company-ogden,Talisman Brewing Company,micro
talking-waters-brewing-co-montevideo,Talking Waters Brewing Co.,micro
tall-city-brewing-co-midland,Tall City Brewing Co.,planning
tall-tales-brewing-co-llc-parsonsburg,Tall Tales Brewing Co. LLC,brewpub
tallgrass-brewing-co-manhattan,Tallgrass Brewing Co,regional
tallulah-brewing-company-jasper,Tallulah Brewing Company,micro
twisted-barley-brewing-company-jasper,Twisted Barley Brewing Company,micro
tamarack-brewing-co-lakeside,Tamarack Brewing Co,micro
tampa-bay-brewing-co-production-brewery-tampa,Tampa Bay Brewing Co Production Brewery,brewpub
tampa-beer-works-tampa,Tampa Beer Works,micro
tantrum-brewing-company-cleveland,Tantrum Brewing Company,planning
taos-mesa-brewing-co-el-prado,Taos Mesa Brewing Co,brewpub
taos-trail-inn-brewery-and-steakhouse-ojo-caliente,Taos Trail Inn Brewery & Steakhouse,brewpub
two-dude-brew-clearlake,Two Dude Brew,planning
taps-and-apps-mililani,Taps and Apps,brewpub
tarantula-hill-brewing-company-thousand-oaks,Tarantula Hill Brewing Company,planning
tarboro-brewing-company-tarboro,Tarboro Brewing Company,micro
tarpon-river-brewing-fort-lauderdale,Tarpon River Brewing,micro
tattered-flag-brewery-middletown,Tattered Flag Brewery,brewpub
the-brewery-at-hershey-middletown,The Brewery At Hershey,micro
tavern-brewery-detroit-lakes,Tavern Brewery,brewpub
taxman-brewing-co-bargersville,Taxman Brewing Co,micro
taylor-brooke-brewery-woodstock,Taylor Brooke Brewery,planning
taylor-house-brewing-co-catasauqua,Taylor House Brewing Co,micro
tbd-armada,TBD,micro
teays-river-brewing-lafayette,Teays River Brewing,brewpub
temblor-brewing-company-bakersfield,Temblor Brewing Company,brewpub
temperance-row-brewing-and-uptown-deli-westerville,Temperance Row Brewing and Uptown Deli,brewpub
ten-bends-beer-hyde-park,Ten Bends Beer,micro
ten-mile-brewing-signal-hill,Ten Mile Brewing,micro
ten-ninety-brewing-co-glenview,Ten Ninety Brewing Co,micro
ten-sleep-brewing-company-ten-sleep,Ten Sleep Brewing Company,micro
tenacity-brewing-flint,Tenacity Brewing,micro
tenaya-creek-brewery-las-vegas,Tenaya Creek Brewery,micro
teneyck-brewing-queenstown,TenEyck Brewing,planning
terminal-gravity-brewing-co-enterprise,Terminal Gravity Brewing Co,micro
terramar-brewstillery-bow,Terramar Brewstillery,micro
terrapin-beer-co-athens,Terrapin Beer Co,large
terre-haute-brewing-company-terre-haute,Terre Haute Brewing Company,brewpub
terrestrial-brewing-company-cleveland,Terrestrial Brewing Company,micro
territorial-brewing-company-production-facility-springfield,Territorial Brewing Company Production Facility,micro
territorial-brewing-company-springfield,Territorial Brewing Company,brewpub
texas-beer-company-taylor-1,Texas Beer Company,micro
texas-beer-company-taylor-2,Texas Beer Company,micro
texas-corners-brewing-company-kalamazoo,Texas Corners Brewing Company,brewpub
texas-leaguer-brewing-company-missouri-city,Texas Leaguer Brewing Company,micro
that-brewery-and-pub-pine-pine,THAT Brewery & Pub - Pine,brewpub
that-brewery-cottonwood-cottonwood,THAT Brewery - Cottonwood,micro
the-barley-house-brewing-company-llc-mercer,The Barley House Brewing Company LLC,brewpub
the-beerd-brewing-company-stonington,The Beer'd Brewing Company,micro
unleashed-brewing-company-stonington,Unleashed Brewing Company,planning
the-berghoff-restaurant-chicago,The Berghoff Restaurant,planning
tocayo-brewing-company-chicago,Tocayo Brewing Company,contract
the-black-abbey-brewing-company-nashville,The Black Abbey Brewing Company,micro
the-blue-heron-brewery-hinckley,The Blue Heron Brewery,planning
the-blue-onion-brewpub-weslaco,The Blue Onion Brewpub,brewpub
the-blue-poppy-brewery-yorba-linda,The Blue Poppy Brewery,planning
the-boathouse-beer-co-and-boozery-tawas-city,The Boathouse Beer Co and Boozery,brewpub
the-boiler-room-brewhaus-llc-fort-scott,The Boiler Room Brewhaus LLC,micro
the-brew-brothers-scioto-downs-racino-columbus,The Brew Brothers / Scioto Downs Racino,brewpub
the-brew-kettle-taproom-and-smokehouse-strongsville,"The Brew Kettle, Taproom and Smokehouse",brewpub
the-brew-on-broadway-the-bob-englewood,The Brew On Broadway (The BoB),micro
the-brewery-baser-geist-brewing-co-llc-easton,"The Brewery B̦ser Geist Brewing Co., LLC",micro
two-rivers-brewing-co-easton,Two Rivers Brewing Co,brewpub
weyerbacher-brewing-co-easton,Weyerbacher Brewing Co,regional
the-brewery-lbk-lubbock,The Brewery LBK,brewpub
triple-j-chophouse-and-brew-co-lubbock,Triple J Chophouse and Brew Co,brewpub
two-docs-brewing-co-lubbock,Two Docs Brewing Co.,planning
the-brewing-lair-blairsden,The Brewing Lair,micro
the-brick-oven-brewpub-akron,The Brick Oven Brewpub,brewpub
two-monks-brewing-company-akron,Two Monks Brewing Company,micro
the-bronx-brewery-bronx,The Bronx Brewery,micro
the-cleveland-brewery-cleveland,The Cleveland Brewery,micro
the-crossings-restaurant-and-brewpub-putnam,The Crossings Restaurant and Brewpub,brewpub
the-dreamchasers-brewery-waxhaw,The Dreamchaser's Brewery,micro
the-explorium-brewpub-greendale,The Explorium Brewpub,brewpub
the-farm-brewery-at-broad-run-broad-run,The Farm Brewery At Broad Run,micro
the-farmhouse-brewery-owego,The FarmHouse Brewery,micro
the-federal-brewing-company-federalsburg,The Federal Brewing Company,micro
the-feinics-company-inc-pollock-pines,"The Feinics Company, Inc.",planning
the-food-works-brooklyn,The Food Works,planning
the-fox-brewpub-carson-city,The Fox Brewpub,brewpub
the-good-beer-company-inc-santa-ana,"The Good Beer Company, Inc.",micro
the-good-society-seattle,The Good Society,planning
the-guardian-brewing-company-muncie,The Guardian Brewing Company,micro
the-guild-brewing-co-warren-warren,The Guild Brewing Co - Warren,brewpub
the-harmony-inn-harmony,The Harmony Inn,brewpub
the-highway-brewing-co-west-branch,The Highway Brewing Co.,brewpub
the-hop-brewery-christopher,The Hop Brewery,brewpub
the-hop-haus-gresham,The Hop Haus,micro
the-jolly-fox-brewery-pittsburg,The Jolly Fox Brewery,planning
the-jolly-scholar-cleveland,The Jolly Scholar,brewpub
the-knuckle-brewing-company-sturgis,The Knuckle Brewing Company,brewpub
the-koontz-lake-brewing-company-walkerton,The Koontz Lake Brewing Company,brewpub
the-laboratory-mill-brewery-lincolnton,The Laboratory Mill Brewery,micro
untapped-territory-llc-lincolnton,"Untapped Territory, LLC",contract
the-laird-arcade-brewery-tiffin,The Laird Arcade Brewery,micro
the-levee-brewing-company-inc-valdese,"The Levee Brewing Company, Inc",planning
the-lodge-restaurant-and-microbrewery-sugar-grove,The Lodge Restaurant & Microbrewery,brewpub
the-lost-druid-atlanta,The Lost Druid,planning
the-wrecking-bar-brewpub-atlanta,The Wrecking Bar Brewpub,brewpub
the-mack-house-brewpub-davie,The Mack House Brewpub,brewpub
the-malai-kitchen-dallas,The Malai Kitchen,brewpub
the-maple-grille-llc-hemlock,The Maple Grille LLC,brewpub
the-mason-jar-brewing-company-menifee,The Mason Jar Brewing Company,micro
the-millworks-brewery-harrisburg,The Millworks Brewery,brewpub
zeroday-brewing-company-harrisburg,Zeroday Brewing Company,brewpub
the-neighborhood-beer-co-exeter,The Neighborhood Beer Co.,micro
the-new-buffalo-brewing-co-inc-clarence,The New Buffalo Brewing Co. Inc,contract
west-shore-brewing-co-clarence,West Shore Brewing Co,micro
the-north-slope-brewing-company-dallas,The North Slope Brewing Company,brewpub
the-norwich-inn-jasper-murdocks-alehouse-norwich,The Norwich Inn - Jasper Murdock's Alehouse,brewpub
the-old-bakery-beer-company-alton,The Old Bakery Beer Company,brewpub
the-other-farm-brewing-company-boyertown,The Other Farm Brewing Company,brewpub
the-other-side-of-the-moon-jamestown-jamestown,The Other Side of the Moon - Jamestown,brewpub
the-peddler-huntington,The Peddler,brewpub
the-phoenix-brewing-company-mansfield,The Phoenix Brewing Company,micro
the-phoenix-on-westheimer-houston,The Phoenix On Westheimer,brewpub
the-plains-brewing-company-lubbock,The Plains Brewing Company,micro
the-pour-farm-union,The Pour Farm,planning
the-proper-brewing-company-quakertown,The Proper Brewing Company,brewpub
trolley-barn-brewery-quakertown,Trolley Barn Brewery,planning
the-red-baron-burton,The Red Baron,brewpub
the-red-yeti-jeffersonville,The Red Yeti,brewpub
the-redding-beer-company-redding,The Redding Beer Company,micro
the-referend-bier-blendery-pennington,The Referend Bier Blendery,micro
the-sanford-beverage-company-inc-dba-steele-street-brewing-ionia,"The Sanford Beverage Company, Inc. D.B.A. Steele Street Brewing",brewpub
